Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Jamaal Charles,KC,2010,Y,3,1750000,583333.3333,0,0,17,611,558,27,26,1,52,240,1548,6.45,6,764,5,48,61,46,483,10.5,3,9.6,2031,2627,5595,40,0.5892653217,0.363002681,0.225,821333.3333,2464000,0
Darren McFadden,OAK/LV,2010,Y,6,42043750,7007291.667,0,0,13,643,619,9,9,7,141,222,1157,5.211711712,7,766,4,28,52,47,507,10.78723404,3,11.7,1664,2494,5674,37,0.4639133921,0.2932675361,0.2702702703,9866266.667,59197600,0
Mike Tolbert,SD/LAC,2010,N,1,1835000,1835000,0,0,15,369,363,0,6,1,34,182,737,4.049450549,11,529,4,18,28,24,188,7.833333333,0,7.8,925,1810,6329,48,0.4071823204,0.1461526307,0.2291666667,2583680,2583680,0
Steven Jackson,STL/LAR,2010,N,6,44805000,7467500,0,0,16,874,845,10,19,9,107,330,1241,3.760606061,6,874,1,33,59,46,374,8.130434783,0,8.4,1615,1578,4846,27,0.7864385298,0.3332645481,0.2222222222,10514240,63085440,0
Ronnie Brown,MIA,2010,N,1,3969239,3969239,0,0,16,630,552,7,11,7,130,200,734,3.67,5,430,3,17,38,33,242,7.333333333,0,6.9,976,1643,5170,25,0.4467437614,0.1887814313,0.2,5588688.512,5588688.512,0
Adrian Peterson,MIN,2010,N,6,86280000,14380000,0,0,15,669,655,8,5,9,71,283,1298,4.586572438,12,877,2,36,47,36,341,9.472222222,1,9.6,1639,1942,5039,30,0.6683831102,0.325262949,0.4333333333,20247040,121482240,0
BenJarvus Green-Ellis,NE,2010,Y,3,1171840,390613.3333,0,0,17,451,437,5,9,5,25,238,1051,4.415966387,13,643,0,29,18,14,96,6.857142857,0,4.4,1147,1973,5820,56,0.532691333,0.1970790378,0.2321428571,549983.5733,1649950.72,0
Chris Ivory,NO,2010,Y,3,1220000,406666.6667,0,0,12,192,191,0,1,0,11,137,718,5.240875912,5,455,4,21,1,1,17,17,0,23,735,1519,5960,42,0.4726793943,0.1233221477,0.119047619,572586.6667,1717760,0
Ahmad Bradshaw,NYG,2010,Y,4,1701725,425431.25,0,0,16,721,703,3,15,2,145,276,1239,4.489130435,8,829,7,34,56,47,314,6.680851064,0,8.1,1553,2200,6085,48,0.5631818182,0.2552177486,0.1666666667,599007.2,2396028.8,0
LaDainian Tomlinson,NYJ,2010,N,8,60000000,7500000,0,0,18,813,775,19,18,9,122,253,1055,4.169960474,8,567,7,25,83,58,387,6.672413793,1,6.7,1442,2374,5616,34,0.4443976411,0.2567663818,0.2647058824,10560000,84480000,0
LeSean McCoy,PHI,2010,Y,4,3497123,874280.75,0,0,16,879,819,41,17,7,117,219,1126,5.141552511,7,647,6,28,91,82,613,7.475609756,2,9.8,1739,2324,6230,46,0.4845094664,0.2791332263,0.1956521739,1230987.296,4923949.184,0
Rashard Mendenhall,PIT,2010,Y,5,11005000,2201000,0,0,19,725,703,16,5,6,44,385,1509,3.919480519,17,992,4,33,35,27,219,8.111111111,0,9.3,1728,1924,5525,37,0.7843035343,0.312760181,0.4594594595,3099008,15495040,0
Frank Gore,SF,2010,N,3,19212550,6404183.333,0,0,11,598,570,12,16,5,79,203,853,4.201970443,3,509,4,20,62,46,452,9.826086957,2,10.4,1305,1657,5013,29,0.5147857574,0.2603231598,0.1724137931,9017090.133,27051270.4,0
Marshawn Lynch,SEA,2010,Y,5,19065000,3813000,0,0,14,502,492,4,5,1,43,188,706,3.755319149,7,562,4,15,25,21,138,6.571428571,0,7.1,844,1424,4765,27,0.4957865169,0.1771248688,0.2592592593,5368704,26843520,0
LeGarrette Blount,TB,2010,Y,2,725000,362500,0,0,13,344,338,1,5,2,31,201,1007,5.009950249,6,739,6,32,6,5,14,2.8,0,3.8,1021,2001,5362,35,0.5032483758,0.1904140246,0.1714285714,510400,1020800,0
Chris Johnson,TEN,2010,Y,5,12100000,2420000,0,0,16,797,794,1,2,8,75,316,1365,4.319620253,11,894,4,37,55,44,245,5.568181818,1,6,1610,1727,4834,37,0.790387956,0.3330575093,0.3243243243,3407360,17036800,0
Ryan Torain,WAS,2010,N,3,1430000,476666.6667,0,0,10,384,379,1,4,6,59,164,744,4.536585366,4,536,2,26,23,18,125,6.944444444,2,9.1,869,1461,5374,30,0.5092402464,0.1617045032,0.2,671146.6667,2013440,0
