Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted,Extra Contract Data,Guaranteed Money On Current Deal,Money Spent On RBs This Year,Player: Total # of Contracts,Player: # of Years in NFL,GM adjusted,Money spent adjusted
Mark Ingram,NO,2015,N,4,16000000,4000000,143214027,0.02793022502,12,533,503,14,16,8,51,166,769,4.6,6,483,2,23,57,50,405,8.1,0,9.3,1174,1491,6461,48,0.5157612341,0.1817056183,0.125,5180000,20720000,185462165,,7600000,800000,6,12,9842000,1036000
Rashad Jennings,NYG,2015,N,4,10000000,2500000,128321422,0.01948232774,16,493,417,5,5,2,40,195,863,4.4,3,544,2,18,32,29,296,10.2,1,11,1159,1609,5952,41,0.5363579863,0.1947244624,0.09756097561,3237500,12950000,166176241.5,,2980000,6500000,3,8,3859100,8417500
Chris Ivory,NYJ,2015,N,3,6000000,2000000,153010332,0.01307101275,15,537,490,17,30,3,71,247,1070,4.3,7,644,4,29,34,30,217,7.2,1,9.5,1287,1868,5925,44,0.5728051392,0.2172151899,0.1818181818,2590000,7770000,198148379.9,,2250000,6400000,5,9,2913750,8288000
DeMarco Murray,PHI,2015,N,5,40000000,8000000,150325196,0.05321795822,15,481,463,2,16,1,19,193,702,3.6,6,386,2,19,53,44,322,7.3,1,8.9,1024,1743,5830,38,0.4027538726,0.1756432247,0.1842105263,10360000,51800000,194671128.8,,21000000,11600000,3,7,27195000,15022000
DeAngelo Williams,PIT,2015,N,3,10000000,3333333.333,138860441,0.0240049168,16,705,637,41,25,0,63,200,907,4.5,11,441,3,24,47,40,372,9.3,0,9.4,1279,1724,6327,42,0.5261020882,0.2021495179,0.2619047619,4316666.667,12950000,179824271.1,,25500000,3700000,4,11,33022500,4791500
Carlos Hyde,SF,2015,Y,4,3681678,920419.5,136740459,0.00673114239,7,290,288,0,2,4,43,115,470,4.1,3,326,1,15,14,11,53,4.8,0,5.6,523,1544,4860,23,0.3044041451,0.1076131687,0.1304347826,1191943.253,4767773.01,177078894.4,,1954933,2100000,5,8,2531638.235,2719500
Thomas Rawls,SEA,2015,Y,3,1590000,530000,147364599,0.003596521849,13,290,279,2,9,2,20,147,830,5.6,4,459,1,22,11,9,76,8.4,1,8.4,906,2268,6058,44,0.3659611993,0.1495543084,0.1136363636,686350,2059050,190837155.7,,15000,10600000,3,5,19425,13727000
Doug Martin,TB,2015,Y,4,6787816,1696954,133567282,0.01270486286,16,622,617,4,1,6,69,288,1402,4.9,6,906,6,33,41,33,271,8.2,1,7,1673,2162,6014,34,0.6484736355,0.2781842368,0.2058823529,2197555.43,8790221.72,172969630.2,,5471956,5100000,4,8,7086183.02,6604500
Antonio Andrews,TEN,2015,Y,2,930000,465000,128662671,0.003614101871,14,527,414,4,4,3,69,143,520,3.6,3,351,1,12,27,21,174,8.3,0,8.6,694,1485,4988,35,0.3501683502,0.1391339214,0.08571428571,602175,1204350,166618158.9,,0,2400000,2,3,0,3108000
Alfred Morris,WAS,2015,Y,4,2233100,558275,139789532,0.003993682445,17,420,406,2,3,5,40,213,801,3.8,1,478,0,16,11,10,55,5.5,0,3.8,856,1566,5661,39,0.5114942529,0.1512100336,0.02564102564,722966.125,2891864.5,181027443.9,,123100,4500000,6,9,159414.5,5827500
